customer_id,age,age_band,gender,item_purchased,category,purchase_amount_usd,location,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,discount_flag,subscriber_flag,repeat_customer_flag,purchase_cycle_days,customer_segment,revenue_per_purchase_day
1972,54,50+,Male,Hat,Accessories,29,Pennsylvania,Spring,3.4,No,Next Day Air,No,1,Venmo,Monthly,False,False,False,30.0,New or occasional,0.9666666666666667
1973,54,50+,Male,Backpack,Accessories,31,Louisiana,Summer,3.3,No,Express,No,48,PayPal,Every 3 Months,False,False,True,90.0,New or occasional,0.34444444444444444
1974,24,Under 25,Male,Skirt,Clothing,20,Maryland,Fall,4.5,No,Standard,No,9,Venmo,Every 3 Months,False,False,False,90.0,New or occasional,0.2222222222222222
1975,27,25-34,Male,Gloves,Accessories,44,Tennessee,Winter,4.6,No,2-Day Shipping,No,2,PayPal,Fortnightly,False,False,False,14.0,New or occasional,3.142857142857143
1976,53,50+,Male,Jacket,Outerwear,77,Illinois,Fall,2.9,No,Express,No,4,Cash,Quarterly,False,False,False,90.0,New or occasional,0.8555555555555555
1977,32,25-34,Male,Handbag,Accessories,51,Wyoming,Spring,3.2,No,Next Day Air,No,43,PayPal,Fortnightly,False,False,True,14.0,New or occasional,3.642857142857143
1978,24,Under 25,Male,Sandals,Footwear,49,Florida,Summer,2.6,No,Free Shipping,No,32,Bank Transfer,Annually,False,False,True,30.0,New or occasional,1.6333333333333333
1979,45,35-49,Male,Sunglasses,Accessories,78,Massachusetts,Spring,3.8,No,Store Pickup,No,1,Cash,Quarterly,False,False,False,90.0,New or occasional,0.8666666666666667
1980,49,35-49,Male,Jeans,Clothing,98,Tennessee,Spring,2.8,No,Store Pickup,No,38,Debit Card,Fortnightly,False,False,True,14.0,Loyal high-value,7.0
1981,51,50+,Male,Sandals,Footwear,94,Iowa,Winter,4.4,No,Store Pickup,No,25,PayPal,Fortnightly,False,False,True,14.0,Loyal high-value,6.714285714285714
1982,69,50+,Male,Shoes,Footwear,91,Michigan,Summer,4.7,No,Express,No,42,PayPal,Quarterly,False,False,True,90.0,Loyal high-value,1.011111111111111
1983,41,35-49,Male,Sunglasses,Accessories,77,Kansas,Summer,2.7,No,2-Day Shipping,No,32,PayPal,Monthly,False,False,True,30.0,Loyal high-value,2.566666666666667
1984,59,50+,Male,Scarf,Accessories,97,Georgia,Summer,2.6,No,Next Day Air,No,21,Debit Card,Quarterly,False,False,True,90.0,New or occasional,1.0777777777777777
1985,26,25-34,Male,Skirt,Clothing,58,West Virginia,Summer,3.4,No,2-Day Shipping,No,26,PayPal,Fortnightly,False,False,True,14.0,New or occasional,4.142857142857143
1986,23,Under 25,Male,Gloves,Accessories,97,Tennessee,Spring,3.9,No,2-Day Shipping,No,6,Credit Card,Fortnightly,False,False,False,14.0,New or occasional,6.928571428571429
1987,62,50+,Male,Coat,Outerwear,48,Arkansas,Summer,3.4,No,2-Day Shipping,No,14,Venmo,Quarterly,False,False,True,90.0,New or occasional,0.5333333333333333
1988,69,50+,Male,Belt,Accessories,23,Vermont,Summer,3.4,No,Express,No,4,Cash,Quarterly,False,False,False,90.0,New or occasional,0.25555555555555554
1989,46,35-49,Male,Pants,Clothing,79,Virginia,Winter,3.9,No,Free Shipping,No,26,Bank Transfer,Weekly,False,False,True,7.0,Loyal high-value,11.285714285714286
1990,35,35-49,Male,Jewelry,Accessories,42,Maryland,Spring,4.0,No,Express,No,39,PayPal,Bi-Weekly,False,False,True,14.0,New or occasional,3.0
1991,32,25-34,Male,Backpack,Accessories,95,Connecticut,Spring,3.4,No,2-Day Shipping,No,15,PayPal,Annually,False,False,True,30.0,New or occasional,3.1666666666666665
1992,46,35-49,Male,Sneakers,Footwear,29,Missouri,Summer,3.7,No,Next Day Air,No,1,Venmo,Every 3 Months,False,False,False,90.0,New or occasional,0.32222222222222224
1993,33,25-34,Male,Hoodie,Clothing,98,New Jersey,Winter,4.9,No,2-Day Shipping,No,28,Venmo,Monthly,False,False,True,30.0,Loyal high-value,3.2666666666666666
1994,32,25-34,Male,Blouse,Clothing,96,Arkansas,Spring,5.0,No,Express,No,17,Cash,Weekly,False,False,True,7.0,New or occasional,13.714285714285714
1995,33,25-34,Male,Sunglasses,Accessories,66,Nevada,Fall,2.9,No,Next Day Air,No,24,Credit Card,Weekly,False,False,True,7.0,New or occasional,9.428571428571429
1996,67,50+,Male,Boots,Footwear,80,Missouri,Spring,3.0,No,Standard,No,29,Debit Card,Quarterly,False,False,True,90.0,Loyal high-value,0.8888888888888888
1997,67,50+,Male,Sneakers,Footwear,27,South Dakota,Summer,3.3,No,Next Day Air,No,18,Cash,Every 3 Months,False,False,True,90.0,New or occasional,0.3
1998,42,35-49,Male,Backpack,Accessories,25,Connecticut,Fall,4.7,No,Express,No,10,Debit Card,Bi-Weekly,False,False,True,14.0,New or occasional,1.7857142857142858
1999,20,Under 25,Male,Pants,Clothing,45,Vermont,Fall,3.4,No,2-Day Shipping,No,19,Cash,Quarterly,False,False,True,90.0,New or occasional,0.5
2000,39,35-49,Male,Socks,Clothing,89,Tennessee,Winter,4.6,No,2-Day Shipping,No,26,Debit Card,Monthly,False,False,True,30.0,Loyal high-value,2.966666666666667
2001,26,25-34,Male,Belt,Accessories,27,California,Winter,3.6,No,2-Day Shipping,No,25,Cash,Bi-Weekly,False,False,True,14.0,New or occasional,1.9285714285714286
2002,51,50+,Male,Sunglasses,Accessories,90,Wyoming,Winter,2.6,No,Free Shipping,No,2,Debit Card,Fortnightly,False,False,False,14.0,New or occasional,6.428571428571429
2003,31,25-34,Male,Shirt,Clothing,65,New York,Summer,2.7,No,Express,No,19,PayPal,Every 3 Months,False,False,True,90.0,New or occasional,0.7222222222222222
2004,68,50+,Male,Sneakers,Footwear,72,Maine,Spring,3.1,No,Express,No,32,Cash,Quarterly,False,False,True,90.0,Loyal high-value,0.8
2005,44,35-49,Male,Shoes,Footwear,70,Georgia,Fall,3.2,No,2-Day Shipping,No,13,Cash,Bi-Weekly,False,False,True,14.0,New or occasional,5.0
2006,18,Under 25,Male,Sandals,Footwear,82,Tennessee,Winter,3.4,No,Store Pickup,No,30,PayPal,Fortnightly,False,False,True,14.0,Loyal high-value,5.857142857142857
2007,58,50+,Male,Scarf,Accessories,97,New Mexico,Fall,4.4,No,Express,No,2,Credit Card,Annually,False,False,False,30.0,New or occasional,3.2333333333333334
2008,26,25-34,Male,Shirt,Clothing,25,Virginia,Summer,3.2,No,2-Day Shipping,No,8,PayPal,Quarterly,False,False,False,90.0,New or occasional,0.2777777777777778
2009,57,50+,Male,Skirt,Clothing,48,Florida,Spring,2.5,No,Free Shipping,No,27,PayPal,Every 3 Months,False,False,True,90.0,New or occasional,0.5333333333333333
2010,37,35-49,Male,Boots,Footwear,99,Alabama,Summer,3.8,No,Next Day Air,No,26,Venmo,Bi-Weekly,False,False,True,14.0,Loyal high-value,7.071428571428571
2011,24,Under 25,Male,Sweater,Clothing,21,Texas,Summer,4.4,No,2-Day Shipping,No,3,Debit Card,Bi-Weekly,False,False,False,14.0,New or occasional,1.5
2012,57,50+,Male,Sandals,Footwear,94,West Virginia,Spring,3.7,No,Express,No,4,Bank Transfer,Monthly,False,False,False,30.0,New or occasional,3.1333333333333333
2013,48,35-49,Male,Jeans,Clothing,53,Nevada,Fall,3.2,No,Store Pickup,No,5,Cash,Fortnightly,False,False,False,14.0,New or occasional,3.7857142857142856
2014,39,35-49,Male,Backpack,Accessories,70,Virginia,Winter,4.9,No,Standard,No,25,Debit Card,Quarterly,False,False,True,90.0,Loyal high-value,0.7777777777777778
2015,51,50+,Male,Skirt,Clothing,26,Wisconsin,Summer,3.9,No,Standard,No,47,PayPal,Bi-Weekly,False,False,True,14.0,New or occasional,1.8571428571428572
2016,57,50+,Male,Belt,Accessories,82,Virginia,Summer,4.5,No,Next Day Air,No,8,Credit Card,Fortnightly,False,False,False,14.0,New or occasional,5.857142857142857
2017,53,50+,Male,Shoes,Footwear,47,Maine,Winter,3.4,No,Standard,No,20,Debit Card,Fortnightly,False,False,True,14.0,New or occasional,3.357142857142857
2018,70,50+,Male,Socks,Clothing,32,Massachusetts,Winter,4.1,No,Next Day Air,No,42,Bank Transfer,Every 3 Months,False,False,True,90.0,New or occasional,0.35555555555555557
2019,60,50+,Male,Backpack,Accessories,97,Arkansas,Fall,4.5,No,Store Pickup,No,20,Bank Transfer,Weekly,False,False,True,7.0,New or occasional,13.857142857142858
2020,31,25-34,Male,Shirt,Clothing,68,Idaho,Winter,4.7,No,Store Pickup,No,23,Cash,Fortnightly,False,False,True,14.0,New or occasional,4.857142857142857
2021,41,35-49,Male,Sweater,Clothing,23,Pennsylvania,Winter,4.8,No,Next Day Air,No,26,Cash,Quarterly,False,False,True,90.0,New or occasional,0.25555555555555554
2022,62,50+,Male,Handbag,Accessories,33,Maine,Winter,4.4,No,Standard,No,48,Venmo,Quarterly,False,False,True,90.0,New or occasional,0.36666666666666664
2023,59,50+,Male,Jewelry,Accessories,38,Alabama,Winter,4.0,No,Store Pickup,No,16,Cash,Bi-Weekly,False,False,True,14.0,New or occasional,2.7142857142857144
2024,46,35-49,Male,Socks,Clothing,68,Idaho,Winter,4.1,No,Store Pickup,No,28,Cash,Bi-Weekly,False,False,True,14.0,Loyal high-value,4.857142857142857
2025,62,50+,Male,Socks,Clothing,23,Arkansas,Fall,3.7,No,Express,No,39,PayPal,Weekly,False,False,True,7.0,New or occasional,3.2857142857142856
2026,42,35-49,Male,Shirt,Clothing,29,Delaware,Summer,3.0,No,Express,No,43,Debit Card,Fortnightly,False,False,True,14.0,New or occasional,2.0714285714285716
2027,37,35-49,Male,Scarf,Accessories,35,Maine,Winter,3.6,No,Express,No,45,Bank Transfer,Every 3 Months,False,False,True,90.0,New or occasional,0.3888888888888889
2028,50,50+,Male,Shoes,Footwear,73,Nebraska,Fall,4.8,No,Standard,No,50,Credit Card,Every 3 Months,False,False,True,90.0,Loyal high-value,0.8111111111111111
2029,29,25-34,Male,Shoes,Footwear,84,Ohio,Fall,3.7,No,2-Day Shipping,No,10,Venmo,Bi-Weekly,False,False,True,14.0,New or occasional,6.0
2030,25,25-34,Male,Scarf,Accessories,23,Montana,Spring,4.6,No,Next Day Air,No,40,PayPal,Quarterly,False,False,True,90.0,New or occasional,0.25555555555555554
2031,66,50+,Male,Sunglasses,Accessories,67,New Mexico,Summer,2.8,No,Standard,No,38,Credit Card,Monthly,False,False,True,30.0,Loyal high-value,2.2333333333333334
2032,21,Under 25,Male,Socks,Clothing,51,North Carolina,Spring,4.0,No,Standard,No,2,Credit Card,Monthly,False,False,False,30.0,New or occasional,1.7
2033,46,35-49,Male,Blouse,Clothing,36,South Carolina,Winter,4.2,No,Next Day Air,No,13,Cash,Annually,False,False,True,30.0,New or occasional,1.2
2034,57,50+,Male,Jeans,Clothing,55,Illinois,Summer,3.6,No,Express,No,33,Venmo,Annually,False,False,True,30.0,New or occasional,1.8333333333333333
2035,61,50+,Male,Shorts,Clothing,30,Alabama,Spring,2.9,No,Store Pickup,No,27,PayPal,Monthly,False,False,True,30.0,New or occasional,1.0
2036,53,50+,Male,T-shirt,Clothing,70,Oklahoma,Summer,4.1,No,Express,No,43,Bank Transfer,Weekly,False,False,True,7.0,Loyal high-value,10.0
2037,37,35-49,Male,Blouse,Clothing,63,Minnesota,Winter,3.1,No,Next Day Air,No,46,Cash,Weekly,False,False,True,7.0,Loyal high-value,9.0
2038,39,35-49,Male,Belt,Accessories,87,Illinois,Summer,4.3,No,Express,No,7,Venmo,Bi-Weekly,False,False,False,14.0,New or occasional,6.214285714285714
2039,53,50+,Male,Blouse,Clothing,70,Arkansas,Spring,4.4,No,Next Day Air,No,35,Credit Card,Fortnightly,False,False,True,14.0,Loyal high-value,5.0
2040,35,35-49,Male,T-shirt,Clothing,51,Minnesota,Spring,3.1,No,Next Day Air,No,31,Debit Card,Bi-Weekly,False,False,True,14.0,New or occasional,3.642857142857143
2041,69,50+,Male,Jewelry,Accessories,25,South Carolina,Spring,2.9,No,Free Shipping,No,42,Venmo,Quarterly,False,False,True,90.0,New or occasional,0.2777777777777778
2042,66,50+,Male,Jacket,Outerwear,32,New York,Winter,3.2,No,Next Day Air,No,14,PayPal,Bi-Weekly,False,False,True,14.0,New or occasional,2.2857142857142856
2043,19,Under 25,Male,Shoes,Footwear,52,Alabama,Spring,4.0,No,2-Day Shipping,No,35,Venmo,Monthly,False,False,True,30.0,New or occasional,1.7333333333333334
2044,47,35-49,Male,Gloves,Accessories,33,New York,Summer,2.7,No,Standard,No,49,PayPal,Weekly,False,False,True,7.0,New or occasional,4.714285714285714
2045,49,35-49,Male,Jeans,Clothing,68,Missouri,Spring,3.0,No,Free Shipping,No,17,PayPal,Fortnightly,False,False,True,14.0,New or occasional,4.857142857142857
2046,31,25-34,Male,Jewelry,Accessories,20,Georgia,Fall,4.4,No,Express,No,26,PayPal,Quarterly,False,False,True,90.0,New or occasional,0.2222222222222222
2047,39,35-49,Male,Pants,Clothing,32,Oklahoma,Winter,2.8,No,Free Shipping,No,30,Cash,Every 3 Months,False,False,True,90.0,New or occasional,0.35555555555555557
2048,58,50+,Male,Jewelry,Accessories,82,Connecticut,Summer,3.1,No,Store Pickup,No,32,Cash,Annually,False,False,True,30.0,Loyal high-value,2.7333333333333334
2049,45,35-49,Male,Sneakers,Footwear,64,Michigan,Winter,3.9,No,Express,No,35,Bank Transfer,Quarterly,False,False,True,90.0,Loyal high-value,0.7111111111111111
2050,68,50+,Male,Boots,Footwear,24,Rhode Island,Fall,2.7,No,Standard,No,15,Venmo,Annually,False,False,True,30.0,New or occasional,0.8
2051,35,35-49,Male,Hat,Accessories,96,Mississippi,Summer,3.4,No,Store Pickup,No,10,Debit Card,Annually,False,False,True,30.0,New or occasional,3.2
2052,65,50+,Male,T-shirt,Clothing,94,Massachusetts,Spring,3.8,No,Free Shipping,No,14,Credit Card,Monthly,False,False,True,30.0,New or occasional,3.1333333333333333
2053,45,35-49,Male,Backpack,Accessories,48,New Hampshire,Winter,3.7,No,2-Day Shipping,No,30,Bank Transfer,Annually,False,False,True,30.0,New or occasional,1.6
2054,19,Under 25,Male,Sunglasses,Accessories,60,Wyoming,Spring,4.5,No,2-Day Shipping,No,16,Credit Card,Fortnightly,False,False,True,14.0,New or occasional,4.285714285714286
2055,65,50+,Male,Sweater,Clothing,56,New Jersey,Spring,2.9,No,Express,No,14,PayPal,Annually,False,False,True,30.0,New or occasional,1.8666666666666667
2056,28,25-34,Male,Handbag,Accessories,33,Texas,Fall,3.4,No,2-Day Shipping,No,28,Bank Transfer,Weekly,False,False,True,7.0,New or occasional,4.714285714285714
2057,55,50+,Male,Backpack,Accessories,46,Minnesota,Spring,4.4,No,2-Day Shipping,No,29,PayPal,Monthly,False,False,True,30.0,New or occasional,1.5333333333333334
2058,66,50+,Male,Socks,Clothing,37,South Dakota,Spring,4.2,No,Standard,No,5,PayPal,Every 3 Months,False,False,False,90.0,New or occasional,0.4111111111111111
2059,29,25-34,Male,Shirt,Clothing,98,Washington,Winter,3.3,No,Store Pickup,No,17,Bank Transfer,Quarterly,False,False,True,90.0,New or occasional,1.0888888888888888
2060,56,50+,Male,Shorts,Clothing,50,California,Spring,3.7,No,Express,No,50,PayPal,Weekly,False,False,True,7.0,New or occasional,7.142857142857143
2061,21,Under 25,Male,Belt,Accessories,63,Wisconsin,Fall,3.2,No,Next Day Air,No,23,Bank Transfer,Quarterly,False,False,True,90.0,New or occasional,0.7
2062,32,25-34,Male,Sweater,Clothing,70,Michigan,Summer,2.6,No,Store Pickup,No,22,Debit Card,Annually,False,False,True,30.0,New or occasional,2.3333333333333335
2063,54,50+,Male,Coat,Outerwear,63,South Carolina,Fall,2.8,No,Standard,No,15,Cash,Quarterly,False,False,True,90.0,New or occasional,0.7
2064,61,50+,Male,Shorts,Clothing,86,Indiana,Fall,2.9,No,Standard,No,32,Cash,Monthly,False,False,True,30.0,Loyal high-value,2.8666666666666667
2065,31,25-34,Male,Shoes,Footwear,99,Arkansas,Summer,4.0,No,2-Day Shipping,No,5,Bank Transfer,Monthly,False,False,False,30.0,New or occasional,3.3
2066,27,25-34,Male,Sneakers,Footwear,40,Oregon,Spring,2.9,No,Free Shipping,No,6,Bank Transfer,Bi-Weekly,False,False,False,14.0,New or occasional,2.857142857142857
2067,64,50+,Male,Sneakers,Footwear,92,Illinois,Fall,4.7,No,Store Pickup,No,44,Debit Card,Fortnightly,False,False,True,14.0,Loyal high-value,6.571428571428571
2068,60,50+,Male,Pants,Clothing,21,Maryland,Fall,3.1,No,2-Day Shipping,No,23,Cash,Fortnightly,False,False,True,14.0,New or occasional,1.5
2069,70,50+,Male,Jewelry,Accessories,81,Vermont,Summer,3.9,No,Store Pickup,No,44,Venmo,Monthly,False,False,True,30.0,Loyal high-value,2.7
2070,36,35-49,Male,T-shirt,Clothing,82,Texas,Fall,3.4,No,Free Shipping,No,3,Debit Card,Quarterly,False,False,False,90.0,New or occasional,0.9111111111111111
2071,56,50+,Male,Jewelry,Accessories,88,Nebraska,Spring,3.1,No,Express,No,14,Cash,Monthly,False,False,True,30.0,New or occasional,2.933333333333333
2072,69,50+,Male,Jacket,Outerwear,100,South Carolina,Fall,4.8,No,Store Pickup,No,37,PayPal,Quarterly,False,False,True,90.0,Loyal high-value,1.1111111111111112
2073,39,35-49,Male,Backpack,Accessories,66,Massachusetts,Winter,3.9,No,Next Day Air,No,22,Bank Transfer,Weekly,False,False,True,7.0,New or occasional,9.428571428571429
2074,38,35-49,Male,Belt,Accessories,25,Texas,Winter,3.5,No,Next Day Air,No,2,PayPal,Every 3 Months,False,False,False,90.0,New or occasional,0.2777777777777778
2075,36,35-49,Male,Scarf,Accessories,53,Florida,Summer,3.1,No,Free Shipping,No,44,Debit Card,Fortnightly,False,False,True,14.0,New or occasional,3.7857142857142856
2076,46,35-49,Male,Sweater,Clothing,28,South Carolina,Fall,4.7,No,Express,No,49,Debit Card,Monthly,False,False,True,30.0,New or occasional,0.9333333333333333
2077,59,50+,Male,Gloves,Accessories,23,Florida,Fall,4.6,No,Free Shipping,No,22,Debit Card,Bi-Weekly,False,False,True,14.0,New or occasional,1.6428571428571428
2078,64,50+,Male,Scarf,Accessories,34,Nebraska,Fall,3.3,No,Free Shipping,No,26,Bank Transfer,Annually,False,False,True,30.0,New or occasional,1.1333333333333333
2079,49,35-49,Male,Dress,Clothing,42,Hawaii,Spring,3.2,No,Next Day Air,No,40,Debit Card,Weekly,False,False,True,7.0,New or occasional,6.0
2080,32,25-34,Male,Jeans,Clothing,24,Montana,Summer,3.1,No,Next Day Air,No,16,PayPal,Quarterly,False,False,True,90.0,New or occasional,0.26666666666666666
2081,29,25-34,Male,Sunglasses,Accessories,47,South Dakota,Fall,3.5,No,Free Shipping,No,17,Debit Card,Bi-Weekly,False,False,True,14.0,New or occasional,3.357142857142857
2082,24,Under 25,Male,Coat,Outerwear,78,Alabama,Spring,4.3,No,Standard,No,48,Bank Transfer,Bi-Weekly,False,False,True,14.0,Loyal high-value,5.571428571428571
2083,41,35-49,Male,Jeans,Clothing,89,Arkansas,Summer,2.9,No,Free Shipping,No,28,Venmo,Every 3 Months,False,False,True,90.0,Loyal high-value,0.9888888888888889
2084,41,35-49,Male,Scarf,Accessories,59,Mississippi,Fall,2.7,No,Store Pickup,No,26,Credit Card,Fortnightly,False,False,True,14.0,New or occasional,4.214285714285714
2085,32,25-34,Male,Blouse,Clothing,94,Vermont,Summer,4.0,No,Standard,No,43,Bank Transfer,Quarterly,False,False,True,90.0,Loyal high-value,1.0444444444444445
2086,69,50+,Male,Jeans,Clothing,49,New York,Fall,4.6,No,Free Shipping,No,38,Debit Card,Weekly,False,False,True,7.0,New or occasional,7.0
2087,65,50+,Male,Dress,Clothing,89,North Dakota,Summer,4.7,No,2-Day Shipping,No,36,Cash,Every 3 Months,False,False,True,90.0,Loyal high-value,0.9888888888888889
2088,54,50+,Male,Hat,Accessories,91,Wisconsin,Summer,4.7,No,Standard,No,1,Credit Card,Weekly,False,False,False,7.0,New or occasional,13.0
2089,39,35-49,Male,Sandals,Footwear,89,California,Spring,4.0,No,Standard,No,49,Debit Card,Annually,False,False,True,30.0,Loyal high-value,2.966666666666667
2090,37,35-49,Male,Jacket,Outerwear,57,Maryland,Spring,3.6,No,Free Shipping,No,41,Credit Card,Every 3 Months,False,False,True,90.0,New or occasional,0.6333333333333333
2091,51,50+,Male,Socks,Clothing,71,Massachusetts,Winter,3.4,No,Free Shipping,No,21,Debit Card,Monthly,False,False,True,30.0,New or occasional,2.3666666666666667
2092,26,25-34,Male,Jeans,Clothing,97,Washington,Fall,3.0,No,Next Day Air,No,24,Bank Transfer,Quarterly,False,False,True,90.0,New or occasional,1.0777777777777777
2093,42,35-49,Male,Sandals,Footwear,45,Minnesota,Fall,2.6,No,Next Day Air,No,27,Bank Transfer,Weekly,False,False,True,7.0,New or occasional,6.428571428571429
2094,21,Under 25,Male,Dress,Clothing,91,Washington,Spring,4.2,No,Store Pickup,No,4,Debit Card,Annually,False,False,False,30.0,New or occasional,3.033333333333333
2095,53,50+,Male,Socks,Clothing,25,South Carolina,Spring,3.4,No,Standard,No,19,Venmo,Annually,False,False,True,30.0,New or occasional,0.8333333333333334
2096,36,35-49,Male,Hoodie,Clothing,63,New Mexico,Fall,4.0,No,Store Pickup,No,1,Bank Transfer,Fortnightly,False,False,False,14.0,New or occasional,4.5
2097,21,Under 25,Male,Dress,Clothing,52,North Carolina,Summer,4.7,No,Free Shipping,No,27,Debit Card,Annually,False,False,True,30.0,New or occasional,1.7333333333333334
2098,33,25-34,Male,Sneakers,Footwear,43,Iowa,Winter,3.9,No,Next Day Air,No,5,Credit Card,Weekly,False,False,False,7.0,New or occasional,6.142857142857143
2099,49,35-49,Male,T-shirt,Clothing,28,Louisiana,Summer,3.3,No,2-Day Shipping,No,20,Venmo,Quarterly,False,False,True,90.0,New or occasional,0.3111111111111111
2100,31,25-34,Male,T-shirt,Clothing,78,Oklahoma,Summer,2.9,No,Express,No,50,PayPal,Annually,False,False,True,30.0,Loyal high-value,2.6
2101,68,50+,Male,Sweater,Clothing,31,Michigan,Spring,4.4,No,Free Shipping,No,36,Cash,Fortnightly,False,False,True,14.0,New or occasional,2.2142857142857144
2102,49,35-49,Male,Shirt,Clothing,23,Oregon,Winter,3.6,No,Next Day Air,No,12,Bank Transfer,Bi-Weekly,False,False,True,14.0,New or occasional,1.6428571428571428
2103,23,Under 25,Male,Hat,Accessories,25,Idaho,Spring,4.5,No,Store Pickup,No,23,Cash,Monthly,False,False,True,30.0,New or occasional,0.8333333333333334
2104,30,25-34,Male,Pants,Clothing,86,Indiana,Summer,3.7,No,Store Pickup,No,21,Venmo,Weekly,False,False,True,7.0,New or occasional,12.285714285714286
2105,53,50+,Male,Shoes,Footwear,88,New Mexico,Spring,2.8,No,Free Shipping,No,47,Venmo,Weekly,False,False,True,7.0,Loyal high-value,12.571428571428571
2106,65,50+,Male,Gloves,Accessories,35,South Carolina,Spring,4.5,No,Free Shipping,No,38,Venmo,Bi-Weekly,False,False,True,14.0,New or occasional,2.5
2107,60,50+,Male,Jewelry,Accessories,34,Vermont,Fall,4.4,No,Standard,No,40,Credit Card,Every 3 Months,False,False,True,90.0,New or occasional,0.37777777777777777
2108,46,35-49,Male,Pants,Clothing,75,Delaware,Winter,3.3,No,Standard,No,35,PayPal,Quarterly,False,False,True,90.0,Loyal high-value,0.8333333333333334
2109,54,50+,Male,Hoodie,Clothing,46,North Dakota,Winter,4.2,No,Express,No,4,Credit Card,Quarterly,False,False,False,90.0,New or occasional,0.5111111111111111
2110,59,50+,Male,Jewelry,Accessories,31,California,Fall,2.7,No,Free Shipping,No,28,Venmo,Every 3 Months,False,False,True,90.0,New or occasional,0.34444444444444444
2111,52,50+,Male,Socks,Clothing,93,Montana,Spring,3.9,No,Store Pickup,No,36,Debit Card,Every 3 Months,False,False,True,90.0,Loyal high-value,1.0333333333333334
2112,41,35-49,Male,Sunglasses,Accessories,85,Missouri,Spring,2.6,No,Free Shipping,No,15,Bank Transfer,Annually,False,False,True,30.0,New or occasional,2.8333333333333335
2113,43,35-49,Male,Belt,Accessories,68,Tennessee,Fall,4.5,No,2-Day Shipping,No,7,Cash,Fortnightly,False,False,False,14.0,New or occasional,4.857142857142857
2114,63,50+,Male,Dress,Clothing,40,Virginia,Spring,2.7,No,Store Pickup,No,29,PayPal,Every 3 Months,False,False,True,90.0,New or occasional,0.4444444444444444
2115,37,35-49,Male,Shirt,Clothing,51,Vermont,Winter,2.9,No,Standard,No,12,Debit Card,Annually,False,False,True,30.0,New or occasional,1.7
2116,44,35-49,Male,Scarf,Accessories,85,Rhode Island,Winter,3.4,No,Store Pickup,No,16,Bank Transfer,Bi-Weekly,False,False,True,14.0,New or occasional,6.071428571428571
2117,67,50+,Male,Jacket,Outerwear,23,Kansas,Summer,2.9,No,Express,No,50,Debit Card,Bi-Weekly,False,False,True,14.0,New or occasional,1.6428571428571428
2118,27,25-34,Male,Dress,Clothing,28,Colorado,Summer,3.8,No,Free Shipping,No,11,Debit Card,Annually,False,False,True,30.0,New or occasional,0.9333333333333333
2119,60,50+,Male,Socks,Clothing,44,Georgia,Fall,4.2,No,2-Day Shipping,No,28,Debit Card,Quarterly,False,False,True,90.0,New or occasional,0.4888888888888889
2120,58,50+,Male,Jewelry,Accessories,57,Nebraska,Spring,3.5,No,Store Pickup,No,36,Venmo,Bi-Weekly,False,False,True,14.0,New or occasional,4.071428571428571
2121,53,50+,Male,Scarf,Accessories,98,Missouri,Fall,3.1,No,Next Day Air,No,38,PayPal,Quarterly,False,False,True,90.0,Loyal high-value,1.0888888888888888
2122,43,35-49,Male,Backpack,Accessories,68,Alaska,Winter,3.5,No,2-Day Shipping,No,32,Bank Transfer,Monthly,False,False,True,30.0,Loyal high-value,2.2666666666666666
2123,32,25-34,Male,Jacket,Outerwear,36,Virginia,Fall,4.0,No,Express,No,42,Debit Card,Weekly,False,False,True,7.0,New or occasional,5.142857142857143
2124,54,50+,Male,Coat,Outerwear,71,Nebraska,Spring,3.7,No,Express,No,22,Debit Card,Bi-Weekly,False,False,True,14.0,New or occasional,5.071428571428571
2125,47,35-49,Male,Skirt,Clothing,60,Rhode Island,Fall,4.2,No,Next Day Air,No,22,Venmo,Quarterly,False,False,True,90.0,New or occasional,0.6666666666666666
2126,57,50+,Male,Coat,Outerwear,87,New Hampshire,Fall,4.8,No,Store Pickup,No,31,PayPal,Quarterly,False,False,True,90.0,Loyal high-value,0.9666666666666667
2127,63,50+,Male,Shoes,Footwear,38,Alabama,Winter,4.1,No,Express,No,28,Credit Card,Monthly,False,False,True,30.0,New or occasional,1.2666666666666666
2128,70,50+,Male,Boots,Footwear,45,North Carolina,Spring,4.5,No,2-Day Shipping,No,40,Debit Card,Weekly,False,False,True,7.0,New or occasional,6.428571428571429
2129,62,50+,Male,Coat,Outerwear,47,New Mexico,Fall,2.7,No,2-Day Shipping,No,21,PayPal,Weekly,False,False,True,7.0,New or occasional,6.714285714285714
2130,40,35-49,Male,Skirt,Clothing,57,Minnesota,Fall,2.8,No,Store Pickup,No,12,PayPal,Every 3 Months,False,False,True,90.0,New or occasional,0.6333333333333333
2131,25,25-34,Male,Backpack,Accessories,68,Arizona,Summer,3.7,No,Free Shipping,No,33,Credit Card,Annually,False,False,True,30.0,Loyal high-value,2.2666666666666666
2132,19,Under 25,Male,Shorts,Clothing,52,Montana,Fall,3.6,No,Express,No,9,Bank Transfer,Fortnightly,False,False,False,14.0,New or occasional,3.7142857142857144
2133,25,25-34,Male,Skirt,Clothing,87,Vermont,Fall,4.7,No,2-Day Shipping,No,15,Debit Card,Weekly,False,False,True,7.0,New or occasional,12.428571428571429
